id,name,faction_id,source_id,legend,role,loadout,transport,virtual,leader_head,leader_footer,damaged_w,damaged_description,link
1648,Shalaxi Helbane,CD,25,"Cloven hooves pounding against broken earth, Shalaxi Helbane bears down upon its doomed quarry with the Soulpiercer gleaming in its grip. No prey can evade the Monarch of the Hunt, for the daemon’s obsession with its victim is so singular and so powerful that no mortal means of flight could ever escape it.",Characters,<b>This model is equipped with:</b> lash of Slaanesh; Pavane of Slaanesh; snapping claws; soulpiercer.,,FALSE,,,45664,"While this model has 1-7 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/chaos-daemons/Shalaxi-Helbane
1649,Syll’esske,CD,25,"This strange alliance of the daemon herald Syll and the hulking Daemon Prince Esske has borne bloody fruit across countless battlefields. Not only do the pairing wreak red ruin amidst the foe themselves, but also their presence entices the daemons of Slaanesh to ever more excessive acts of cruelty and violence.",Characters,<b>This model is equipped with:</b> Cacophonic Choir; scourging whip; Axe of Dominion.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/chaos-daemons/Syll-esske
1650,Skorpius Dunerider,AdM,15,"Skorpius Duneriders enable forge lords to ferry squads of their cyborg infantry onto the front lines, overwhelming the foe through swiftly redeployed weight of numbers. Duneriders sweep onto enemy defences in a cloud of chemical smoke, saturating the area with heavy calibre shot as their payload of warriors disembarks.",Dedicated Transports,<b>This model is equipped with:</b> cognis heavy stubber array; armoured hull.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 12 <span class=""tooltip00297"" data-tooltip-content=""#tooltip_content00297"" data-tooltip-anchor=""#tooltip_content00297""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">MECHANICUS</span> <span class=""kwb"">INFANTRY</span></span> models. It cannot transport <span class=""tooltip00298"" data-tooltip-content=""#tooltip_content00298"" data-tooltip-anchor=""#tooltip_content00298""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00299"" data-tooltip-content=""#tooltip_content00299"" data-tooltip-anchor=""#tooltip_content00299""><span class=""kwb"">KATAPHRON</span></span> or <a class=""kwbOne"" href=""/wh40k10ed/factions/adeptus-mechanicus/Sydonian-Skatros""><span class=""kwb kwbo"">SYDONIAN</span> <span class=""kwb kwbo"">SKATROS</span></a> models.",FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Skorpius-Dunerider
1651,Skorpius Disintegrator,AdM,15,"Hovering over the ruins of war on a bed of atomised gases, Skorpius Disintegrators are archaic, front-line battle tanks. They surge forward in unstoppable armoured waves and support infantry advances, maintaining blistering salvoes of fire to cripple enemy war engines and sweep aside hordes of lesser foes.",Other,<b>This model is equipped with:</b> belleros energy cannon; 3 cognis heavy stubbers; disruptor missile launcher; armoured hull.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Skorpius-Disintegrator
1658,Knight Despoiler,QT,70,"Knights Despoiler epitomise all it means to be a Chaos Knight. Their Fallen Nobles repudiate honour and seethe with hatred. Capable of bearing a variety of powerful weapons suited to its pilot’s temperament, they unleash their hatred at range or in thunderous melee at whim.",Characters,<b>This model is equipped with:</b> daemonbreath meltagun; reaper chainsword; titanic feet; warpstrike claw.,,FALSE,,,45666,"While this model has 1-9 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/chaos-knights/Knight-Despoiler
1659,Knight Tyrant,QT,70,"Knights Tirant are walking bastions of corruption Their mere presence is enough to foul reality with warp-taint that drives back foes and scrambles teleportation signals, even as it provides infernal protection for smaller classes of Chaos Knight Combined with their incredibly heavy arsenals of weaponry, they are terrifying war engines indeed.",Characters,<b>This model is equipped with:</b> brimstone volcano lance; ectoplasma decimator; 2 gheiststrike missile launchers; 2 twin daemonbreath meltaguns; twin Desecrator cannon; titanic feet.,,FALSE,,,45667,"While this model has 1-10 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/chaos-knights/Knight-Tyrant
1660,Knight Desecrator,QT,70,"Knights Desecrator spare no living thing from their attacks. They possess potent mid- to close-range armaments capable of duelling enemy war engines and monstrous beasts, or annihilating hordes of lesser foes. They are also cruel taskmasters, snarling commands to War Dog followers that lope forwards at their sides.",Characters,<b>This model is equipped with:</b> desecrator laser destructor; diabolus heavy stubber; reaper chainsword.,,FALSE,,,45666,"While this model has 1-9 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/chaos-knights/Knight-Desecrator
1661,Knight Rampager,QT,70,"Knights Rampager storm into battle with maddened, metallic howls. They are bereft of discipline or restraint, and plough into the thickest fighting of a war zone with insane ferocity. With swipes of their monstrous reaper chainswords and warpstrike claws, they fight more like frenzied daemons than machines.",Characters,<b>This model is equipped with:</b> diabolus heavy stubber; reaper chainsword; warpstrike claw.,,FALSE,,,45664,"While this model has 1-7 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/chaos-knights/Knight-Rampager
1662,Chaos Acastus Knight Asterius,QT,268,"The appearance of a Chaos Knight Asterius on the battlefield is a portent of doom, a symbol of Chaos’ ascendancy and the inevitable fall of Mankind – such is its incredible destructive potential and its formidable resilience. The pilots of these fell machines revel in their awesome power, levelling fortification after fortification.",Other,<b>This model is equipped with:</b> 2 Asterius volkite culverins; karacnos mortar battery; 2 twin conversion beam cannons; titanic feet.,,FALSE,,,45667,"While this model has 1-10 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/chaos-knights/Chaos-Acastus-Knight-Asterius
1663,War Dog Moirax,QT,268,"Moirax-pattern Armigers excel in speeding ahead of their larger brethren, hunting down targets of opportunity and cutting down the vulnerable. They relish the slaughter of the weak, each slain only proving the War Dogs’ superiority as well as that of the monstrous deity or deities they have elected to follow in the Emperor’s stead.",Other,<b>This model is equipped with:</b> graviton pulsar; volkite veuglaire; armoured feet.,,FALSE,,,45662,"While this model has 1-5 wounds remaining, subtract 3 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/chaos-knights/War-Dog-Moirax
1664,Acastus Knight Asterius,QI,263,"Like its cousin the Porphyrion, the gigantic Acastus Knight Asterius is a relic of a lost technological age. Armed with a pair of twin conversion beam cannons, a karacnos mortar battery and two volkite culverins, the Asterius is capable of sundering the walls of mighty fortresses and clearing ramparts with a hail of high-explosives, its thick armoured hide making it near impervious to weapons fire.",Other,<b>This model is equipped with:</b> 2 Asterius volkite culverins; karacnos mortar battery; 2 twin conversion beam cannons; titanic feet.,,FALSE,,,45667,"While this model has 1-10 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/imperial-knights/Acastus-Knight-Asterius
1666,Falchion,SM,237,"The Falchion was developed to arm the Legiones Astartes with a superlative tank destroyer, and the apocalyptic power of its twin volcano cannon soon became a thing of legend. True to its name, the volcano cannon can turn rock and metal into fiery magma, and a direct hit from the weapon can be fatal to even titanic war machines.",Other,<b>This model is equipped with:</b> 2 quad lascannons; twin heavy bolter; twin Falchion volcano cannon; armoured tracks.,,FALSE,,,45665,"While this model has 1-8 wounds remaining, subtract 4 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Falchion
1667,Gladiator Reaper,SM,139,"When the cannons of the Gladiator Reaper spin to full pitch, the droning makes the teeth of all nearby itch with the intensity of the vibrations. Within seconds, thousands of spent casings pour over the battle tank’s armoured hide as enemies are erased from existence by the storm of fire.",Other,<b>This model is equipped with:</b> 2 tempest bolters; twin heavy onslaught gatling cannon; armoured hull.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Gladiator-Reaper
1668,Eliminator Squad,SM,139,"Eliminator Squads are peerless assassins, deadly marksmen who haunt the shadows of the battlefield unseen by the enemy. For hours they will lie in wait to take the perfect shot, their sophisticated scopes feeding them essential data to ensure they never fail to make the kill.",Other,<b>Every model is equipped with:</b> bolt pistol; bolt sniper rifle; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Eliminator-Squad
1680,Ares Gunship,AC,252,"The Ares Gunship first earned its reputation on Ancient Terra, and has quashed the Emperor’s enemies on hundreds of worlds since. Most terrifying of the Ares’ offensive capabilities is the arachnus magna- blaze cannon, whose extreme energies can pierce the densest armour, leaving a trail of wrecks and corpses wherever the Ares deploys.",Other,<b>This model is equipped with:</b> 2 arachnus heavy blaze cannons; arachnus magna-blaze cannon; armoured hull.,,FALSE,,,45664,"While this model has 1-7 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/adeptus-custodes/Ares-Gunship
1822,X-101,AdM,250,,Characters,<b>This model is equipped with:</b> grav-gun; hydraulic claw.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/X-101
1825,Gladiator Valiant,SM,139,"The Valiant lays down blistering volleys of fire as it escorts transports or supports infantry in ferocious fighting, crossing rushing watercourses, sucking marshlands and bubbling lava lakes with equal ease. Its twin las-talons spit death at the foe, making short work of enemy armour and cracking open fortified positions.",Other,<b>This model is equipped with:</b> 2 multi-meltas; twin las-talon; armoured hull.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Gladiator-Valiant
1991,Terrax-pattern Termite,SM,237,"Originally designed on Terra for the task of rooting out burrowing xenos species during the Great Crusade, canny commanders quickly found use for the Termite Assault Drill in tearing through the foundations of enemy bastions or emerging behind barricades or trench lines to lay waste to their defenders.",Dedicated Transports,<b>This model is equipped with:</b> Terrax melta cutter; 2 combi-bolters; Termite drill.,"This model has a transport capacity of 12 <span class=""tooltip00366"" data-tooltip-content=""#tooltip_content00366"" data-tooltip-anchor=""#tooltip_content00366""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> models. It cannot transport <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00291"" data-tooltip-content=""#tooltip_content00291"" data-tooltip-anchor=""#tooltip_content00291""><span class=""kwb"">WULFEN</span></span>, <span class=""tooltip00367"" data-tooltip-content=""#tooltip_content00367"" data-tooltip-anchor=""#tooltip_content00367""><span class=""kwb"">PHOBOS</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span>, <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span>, <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span>, <span class=""tooltip"" title=""Keyword does not appear in that faction.""><s class=""kwbs"">OBLITERATOR</s></span>, <span class=""tooltip"" title=""Keyword does not appear in that faction.""><s class=""kwbs"">POSSESSED</s></span> or <span class=""tooltip00368"" data-tooltip-content=""#tooltip_content00368"" data-tooltip-anchor=""#tooltip_content00368""><span class=""kwb"">TACTICUS</span></span> models (excluding <span class=""kwb"">TACTICUS</span> <span class=""kwb"">CHARACTER</span> models that began the battle attached to a non-<span class=""kwb"">TACTICUS</span> unit).",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Terrax-pattern-Termite
1993,Da Red Gobbo,ORK,243,,Characters,<b>This model is equipped with:</b> kustom grot blasta; Icon of da Revolushun.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/orks/Da-Red-Gobbo
1994,Carnodon,AM,249,"The Carnodon is a versatile battle tank whose storied history stretches back to the Great Crusade. Adaptable and reliable, the Carnodon became a byword for conquest amongst the Expeditionary fleets, and though it is now largely kept in strategic reserve, it continues to perform with distinction when called into service.",Other,<b>This model is equipped with:</b> 2 autocannons; Carnodon twin autocannon; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Carnodon
1997,Death Company Marines,SM,21,"Members of the Death Company are possessed of a berserk fury, driven insane by terrible visions and hallucinations. They seek nothing but death in battle, and such is their ferocity that they barely flinch at even the most grievous of Injuries, thinking of nothing but the destruction of their enemies.",Other,<b>Every model is equipped with:</b> heavy bolt pistol; Astartes chainsword.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Death-Company-Marines
2063,Triumph Of Saint Katherine,AS,112,"At the centre of the Triumph is the blessed bier upon which lie the mortal remains of Saint Katherine, beneath the sconce containing her fiery heart. Wherever the Triumph goes, the Emperor’s radiance goes with it. The glory of the martyred Matriarch is spread and Battle Sisters are filled with conviction to purge the foes of Mankind.",Characters,<b>This model is equipped with:</b> bolt pistols; relic weapons.,,FALSE,,,45663,"While this model has 1-6 wounds remaining, the Attacks characteristics of all of its weapons are halved, and you can only select one ability when using its Relics of the Matriarchs ability, instead of up to two.",https://wahapedia.ru/wh40k10ed/factions/adepta-sororitas/Triumph-Of-Saint-Katherine
2064,Junith Eruita,AS,112,"Junith Eruita sweeps to battle wreathed in holy fire. She hovers above the battlefield upon thrumming waves of energy within the pulpit of Saint Holline’s Basilica. Her presence and voice inspire all around her, filling them with faith, while her heavy flamers douse her foes in purging fire.",Characters,<b>This model is equipped with:</b> twin Ministorum heavy flamer; Mace of Castigation.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adepta-sororitas/Junith-Eruita
2066,Zephyrim Squad,AS,112,"Only those who experience a direct and persistent connection with the Emperor become Zephyrim. They are divine destroyers, figures of fathomless passion and integrity. On the battlefield they strike down their foes with ruthless precision, while their angelic singing drowns out the screams of the dying.",Other,<b>Every model is equipped with:</b> bolt pistol; power weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adepta-sororitas/Zephyrim-Squad
2067,Mortifiers,AS,112,"The pilot of a Mortifier is a Sister Repentia who has fled from battle. Bolted within the Mortifier’s armoured shell, they cannot move, speak or hear. Suffering endless shame and agony, they are driven by madness and pain to carve a path of mutilation and destruction through the foe.",Other,<b>Every model is equipped with:</b> 2 heavy bolters; twin penitent buzz-blades.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adepta-sororitas/Mortifiers
2068,Battle Sanctum,AS,264,,Fortifications,<b>This model is equipped with:</b> nothing.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adepta-sororitas/Battle-Sanctum
2076,Attack Bike Squad,SM,239,"For those missions where a Space Marine Bike Squad is insufficient, an Attack Bike joins them. Capable of mauling infantry squads or reducing tanks to molten ruin, they render bike formations all the more deadly. So effective are these rapidly moving hunters that many Chapters field them as squads in their own right.",Other,<b>Every model is equipped with:</b> bolt pistol; heavy bolter; twin boltgun; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Attack-Bike-Squad
2077,Warbringer Nemesis Titan,TL,270,"The Warbringer Nemesis Titan is an immense war engine designed to destroy enemy Titan-class targets at range. Acting as a dedicated fire support platform, the Nemesis’ reinforced frontal plating allows it to weather most return fire with ease, while its defence batteries grant it ample protection from aerial attacks.",Other,<b>This model is equipped with:</b> 2 anvillus defence batteries; 3 ardex-defensor maulers; Nemesis quake cannon; Reaver gatling blaster; Reaver laser blaster; Nemesis feet.,,FALSE,,,45683,"While this model has 1-26 wounds remaining, subtract 10 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/adeptus-titanicus/Warbringer-Nemesis-Titan
2080,Big Mek With Kustom Force Field,ORK,243,"Projected from a mass of whirly bits and alarmingly sparking worky gubbinz, the kustom force field is a wobbling energy dome that extends over the Big Mek and any nearby greenskins. Incoming enemy fire rebounds harmlessly from this unstable force field, leaving the Mek and his oblivious mates free to storm onward into battle.",Characters,<b>This model is equipped with:</b> slugga; choppa.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/orks/Big-Mek-With-Kustom-Force-Field
2081,Serberys Sulphurhounds,AdM,15,"Sulphurhound cavalry squadrons are aggressive shock troops and line-breakers. The loping, mechanical beasts breathe gouts of incinerating phosphor and disembowel the foe with slashing claws, while the elite Skitarii riders unload incandescent pistol fire as they smash through defence lines, before circling back for survivors.",Other,<b>The Serberys Sulphurhound Alpha model is equipped with:</b> Mechanicus pistol; sulphur breath; cavalry arc maul; clawed limbs.<br><br><b>Every Serberys Sulphurhound model is equipped with:</b> 2 phosphor pistols; sulphur breath; clawed limbs.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Serberys-Sulphurhounds
2082,Serberys Raiders,AdM,15,"Long-range scouts and outriders, Raiders of the Serberys Corps employ advanced suites of sensors within their cybercanid mounts to identify enemy interlopers. They maintain punishing rates of carbine fire while moving at high speed, and when their prey can run no more, Raiders draw their sabres and charge into the fray.",Other,<b>The Serberys Raider Alpha model is equipped with:</b> Mechanicus pistol; galvanic carbine; cavalry sabre and clawed limbs. <br><br><b>Every Serberys Raider model is equipped with:</b> galvanic carbine; cavalry sabre and clawed limbs.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Serberys-Raiders
2083,Pteraxii Sterylizors,AdM,15,"Sterylizors are eradicators of cybernetic parasite organisms within ships and manufactorums, and eagerly unleash the chemical fire of their phosphor torches upon the Machine God’s foes. They descend in flocks from the sky upon membranous wing-packs, their vicious talons primed, eager to see their enemies writhe in flames.",Other,<b>The Pteraxii Sterylizor Alpha model is equipped with:</b> flechette blaster; Pteraxii talons; taser goad. <br><br><b>Every Pteraxii Sterylizor model is equipped with:</b> phosphor torch; Pteraxii talons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Pteraxii-Sterylizors
2084,Pteraxii Skystalkers,AdM,15,"Pteraxii Skystalkers have their consciousness pared back until little but their optimised reactions remain. They are manoeuvrable and preternatural airborne hunters, who track their prey from choice vantage points before swooping in to unleash withering hails of razor-sharp flechettes.",Other,<b>The Pteraxii Skystalker Alpha model is equipped with:</b> flechette blaster; taser goad. <br><br><b>Every Pteraxii Skystalker model is equipped with:</b> flechette carbine; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Pteraxii-Skystalkers
2085,Archaeopter Transvector,AdM,15,"Ideal aerial insertion transports, Transvectors are used in vast numbers by Explorator fleets for reconnaissance and rapid extraction in the face of hostiles. They are incredibly agile, their implanted pilots able to reshape the wings to suit changing atmospherics, while directing their cognis heavy stubbers to scythe apart oncoming foes.",Other,<b>This model is equipped with:</b> cognis heavy stubber array; armoured hull; command uplink.,"This model has a transport capacity of 11 <span class=""tooltip00300"" data-tooltip-content=""#tooltip_content00300"" data-tooltip-anchor=""#tooltip_content00300""><span class=""kwb"">SKITARII</span> <span class=""kwb"">INFANTRY</span></span> or <span class=""tooltip00301"" data-tooltip-content=""#tooltip_content00301"" data-tooltip-anchor=""#tooltip_content00301""><span class=""kwb"">TECH-PRIEST</span> <span class=""kwb"">INFANTRY</span></span> models. It cannot transport <span class=""tooltip00298"" data-tooltip-content=""#tooltip_content00298"" data-tooltip-anchor=""#tooltip_content00298""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span> or <span class=""tooltip00299"" data-tooltip-content=""#tooltip_content00299"" data-tooltip-anchor=""#tooltip_content00299""><span class=""kwb"">KATAPHRON</span></span> models.",FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Archaeopter-Transvector
2086,Archaeopter Stratoraptor,AdM,15,The Stratoraptor takes advantage of the Archaeopter’s directional thrusters and adaptable wing profile to excel in the role of ground attack gunship. Its spread of heavy weapons – with a mixture of high strength and high rate of fire – ensures the Stratoraptor poses a lethal danger to dug-in infantry and heavily armoured vehicles alike.,Other,<b>This model is equipped with:</b> 2 cognis heavy stubbers; 2 heavy phosphor blasters; twin cognis lascannon; armoured hull; command uplink.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Archaeopter-Stratoraptor
2087,Archaeopter Fusilave,AdM,15,"The Archaeopter Fusilave’s changeable payload of deep-bore, high explosives defines its position as a devastating bomber and ground clearance aircraft. Tech-Priests employ whole squadrons to level enemy defences and root out sheltering heretics, as well as to clear prospective sites for further investigation in the Quest for Knowledge.",Other,<b>This model is equipped with:</b> cognis heavy stubber array; armoured hull; command uplink.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-mechanicus/Archaeopter-Fusilave
2088,Aleya,AC,24,"Aleya is a veteran of her order and is a ferocious and dedicated hunter of witches and sorcerers. Over many years she has developed incredible tactical perception, as well as a deep knowledge of her quarry. She employs these skills to seek out rogue psykers, cutting them down with sweeps of her blade, Somnus.",Characters,<b>This model is equipped with:</b> Somnus.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adeptus-custodes/Aleya
2090,Inquisitor Draxus,AoI,259,"An audacious and committed Ordo Xenos Inquisitor, Kyria Draxus is a specialist in hunting Necrons. Radical in her outlook, she accepts the necessity of working with some aliens to protect the Imperium. She has learned about the Necrons from the Aeldari and honed her psychic abilities through xenos, as well as Human, tuition.",Characters,<b>This model is equipped with:</b> Dirgesinger; Psychic Tempest; power fist.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/Inquisitor-Draxus
2092,Illuminor Szeras,NEC,29,"Illuminor Szeras is a ghoulish bio-scientist who haunts the battlefield to gather luckless living specimens. He is a master of technomantic lore and android augmentation, employing horrible arcanoscientific instruments to disassemble his enemies, even as he fortifies the living metal forms of his allies.",Characters,<b>This model is equipped with:</b> eldritch lance; impaling legs.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/necrons/Illuminor-Szeras
2093,The Archivist,UN,271,,Characters,<b>This model is equipped with:</b> atomic disassembler; eradicator glove.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/unaligned-forces/The-Archivist
2098,Hellblaster Squad,SM,139,"Few foes can survive the incandescent fury of a Hellblaster Squad. Whether they be Tyranid Hive Tyrant, Ork Warboss or Heretic Astartes battle tank, all are reduced to ash and slag by searing, well-aimed plasma fire pouring from the Hellblasters’ ferocious weapons.",Other,<b>Every model is equipped with:</b> bolt pistol; plasma incinerator; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Hellblaster-Squad
2099,Aggressor Squad,SM,139,"Capable of spearheading devastating offensives or shattering the most determined enemy assaults, Aggressors are walking ceramite strongpoints. They excel at close-quarters combat and laying down torrents of devastating fire before crushing their foes beneath their energised fists.",Other,<b>Every model is equipped with:</b> flamestorm gauntlets; twin power fist.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Aggressor-Squad
2100,Adrax Agatone,SM,139,"The Salamanders’ 3rd Company Captain is a tightly focused force of destruction, striking hard and true in battle without tiring. Prodigiously strong, he wields his mighty thunder hammer expertly, striking down foes with every swing. Those enemies Agatone does not slay in this way he purges with furious blasts from his hand-flamer, Drakkis.",Characters,<b>This model is equipped with:</b> Drakkis; Malleus Noctum.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Adrax-Agatone
2102,Land Speeder Typhoon,SM,239,"Mounting a formidable multi-missile launcher, the Land Speeder Typhoon launches flurries of projectiles at its targets. Such a barrage shatters order in infantry assaults as formations are broken up. Nor is enemy armour safe, for the Typhoon’s armour-piercing warheads allow it to pick off battle tanks and transports.",Other,<b>This model is equipped with:</b> heavy bolter; Typhoon missile launcher; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Speeder-Typhoon
2103,Command Squad,SM,239,"Command Squads accompany a Chapter’s high-ranking officers. These veterans and specialists serve as honour guards and provide vital support to a commander. Champions defend their Company with martial excellence, Ancients guard its inspirational relic banners and Apothecaries tend to injuries or preserve the gene-seed of the fallen.",Other,"<b>The Apothecary is equipped with: </b>bolt pistol; Astartes chainsword. <br><br><b>The Company Ancient is equipped with:</b> bolt pistol; close combat weapon. <br><br><b>The Company Champion is equipped with:</b> bolt pistol; Champion’s blade; Astartes shield. <br><br><b>Each Company Veteran is equipped with:</b> bolt pistol; boltgun, close combat weapon.",,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Command-Squad
2105,Darnath Lysander,SM,347,"Raising high his storm shield, Rampart, as he swings the Fist of Dorn, Lysander wades through his foes like a warship smashing through stormy seas. Each hammer blow reduces enemies to bloody ruin, sweeping whole ranks of warriors from their feet. All the while, Lysander’s obstinate scowl never wavers, his determination absolute.",Characters,<b>This model is equipped with:</b> 1 Fist of Dorn.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Darnath-Lysander
